waveform	Gen		Ch1	
t0	12.05.2019  14:37:57,033857		12.05.2019  14:37:57,033845	
delta t	8,000000E-5		8,000000E-5	

time[0]	Gen	time[1]	Ch1
12.05.2019  14:37:57,048417	4,143096E-3	12.05.2019  14:37:57,048405	1,867563E-3
12.05.2019  14:37:57,048497	3,818020E-3	12.05.2019  14:37:57,048485	1,542486E-3
12.05.2019  14:37:57,048577	2,842791E-3	12.05.2019  14:37:57,048565	1,217410E-3
12.05.2019  14:37:57,048657	3,167868E-3	12.05.2019  14:37:57,048645	1,867563E-3
12.05.2019  14:37:57,048737	3,818020E-3	12.05.2019  14:37:57,048725	2,517715E-3
12.05.2019  14:37:57,048817	3,818020E-3	12.05.2019  14:37:57,048805	1,867563E-3
12.05.2019  14:37:57,048897	4,468173E-3	12.05.2019  14:37:57,048885	2,192639E-3
12.05.2019  14:37:57,048977	2,842791E-3	12.05.2019  14:37:57,048965	8,923338E-4
12.05.2019  14:37:57,049057	3,818020E-3	12.05.2019  14:37:57,049045	2,842791E-3
12.05.2019  14:37:57,049137	2,842791E-3	12.05.2019  14:37:57,049125	2,192639E-3
12.05.2019  14:37:57,049217	3,818020E-3	12.05.2019  14:37:57,049205	1,867563E-3
12.05.2019  14:37:57,049297	2,842791E-3	12.05.2019  14:37:57,049285	1,217410E-3
12.05.2019  14:37:57,049377	3,167868E-3	12.05.2019  14:37:57,049365	1,867563E-3
12.05.2019  14:37:57,049457	3,167868E-3	12.05.2019  14:37:57,049445	1,542486E-3
12.05.2019  14:37:57,049537	2,517715E-3	12.05.2019  14:37:57,049525	1,867563E-3
12.05.2019  14:37:57,049617	3,167868E-3	12.05.2019  14:37:57,049605	2,192639E-3
12.05.2019  14:37:57,049697	2,842791E-3	12.05.2019  14:37:57,049685	1,542486E-3
12.05.2019  14:37:57,049777	3,492944E-3	12.05.2019  14:37:57,049765	1,542486E-3
12.05.2019  14:37:57,049857	3,167868E-3	12.05.2019  14:37:57,049845	1,542486E-3
12.05.2019  14:37:57,049937	3,167868E-3	12.05.2019  14:37:57,049925	2,517715E-3
12.05.2019  14:37:57,050017	3,167868E-3	12.05.2019  14:37:57,050005	2,517715E-3
12.05.2019  14:37:57,050097	3,492944E-3	12.05.2019  14:37:57,050085	1,217410E-3
12.05.2019  14:37:57,050177	3,167868E-3	12.05.2019  14:37:57,050165	2,517715E-3
12.05.2019  14:37:57,050257	3,167868E-3	12.05.2019  14:37:57,050245	1,867563E-3
12.05.2019  14:37:57,050337	2,842791E-3	12.05.2019  14:37:57,050325	2,517715E-3
12.05.2019  14:37:57,050417	3,167868E-3	12.05.2019  14:37:57,050405	1,217410E-3
12.05.2019  14:37:57,050497	3,167868E-3	12.05.2019  14:37:57,050485	1,867563E-3
12.05.2019  14:37:57,050577	3,167868E-3	12.05.2019  14:37:57,050565	1,542486E-3
12.05.2019  14:37:57,050657	3,167868E-3	12.05.2019  14:37:57,050645	2,192639E-3
12.05.2019  14:37:57,050737	3,492944E-3	12.05.2019  14:37:57,050725	1,867563E-3
12.05.2019  14:37:57,050817	3,167868E-3	12.05.2019  14:37:57,050805	2,192639E-3
12.05.2019  14:37:57,050897	3,167868E-3	12.05.2019  14:37:57,050885	1,542486E-3
12.05.2019  14:37:57,050977	2,842791E-3	12.05.2019  14:37:57,050965	2,517715E-3
12.05.2019  14:37:57,051057	3,492944E-3	12.05.2019  14:37:57,051045	1,542486E-3
12.05.2019  14:37:57,051137	3,167868E-3	12.05.2019  14:37:57,051125	1,542486E-3
12.05.2019  14:37:57,051217	2,842791E-3	12.05.2019  14:37:57,051205	1,867563E-3
12.05.2019  14:37:57,051297	3,167868E-3	12.05.2019  14:37:57,051285	1,542486E-3
12.05.2019  14:37:57,051377	3,167868E-3	12.05.2019  14:37:57,051365	1,542486E-3
12.05.2019  14:37:57,051457	3,492944E-3	12.05.2019  14:37:57,051445	2,192639E-3
12.05.2019  14:37:57,051537	2,842791E-3	12.05.2019  14:37:57,051525	8,923338E-4
12.05.2019  14:37:57,051617	3,818020E-3	12.05.2019  14:37:57,051605	1,867563E-3
12.05.2019  14:37:57,051697	3,492944E-3	12.05.2019  14:37:57,051685	8,923338E-4
12.05.2019  14:37:57,051777	2,842791E-3	12.05.2019  14:37:57,051765	1,217410E-3
12.05.2019  14:37:57,051857	3,167868E-3	12.05.2019  14:37:57,051845	1,867563E-3
12.05.2019  14:37:57,051937	3,818020E-3	12.05.2019  14:37:57,051925	8,923338E-4
12.05.2019  14:37:57,052017	2,517715E-3	12.05.2019  14:37:57,052005	2,192639E-3
12.05.2019  14:37:57,052097	2,192639E-3	12.05.2019  14:37:57,052085	1,542486E-3
12.05.2019  14:37:57,052177	2,842791E-3	12.05.2019  14:37:57,052165	1,217410E-3
12.05.2019  14:37:57,052257	3,167868E-3	12.05.2019  14:37:57,052245	1,542486E-3
12.05.2019  14:37:57,052337	3,818020E-3	12.05.2019  14:37:57,052325	1,542486E-3
12.05.2019  14:37:57,052417	2,192639E-3	12.05.2019  14:37:57,052405	2,517715E-3
